inx,x,y,z,rx,ry,rz,p,v
246,-0.07189902,1.659214,0.7490491,355.0729,138.2034,1.716706,P26,longdress
247,-0.05655399,1.657799,0.7452707,355.0477,137.4084,1.562782,P26,longdress
248,-0.04002507,1.657628,0.741161,355.2856,136.5714,1.247215,P26,longdress
249,-0.02273252,1.658421,0.7370435,355.7558,135.7815,0.6303269,P26,longdress
250,-0.00495646,1.659074,0.7329862,355.8861,135.1931,359.8506,P26,longdress
251,0.01241315,1.659286,0.7289678,355.8469,134.6269,359.3782,P26,longdress
252,0.02930791,1.659938,0.7249815,356.105,133.8417,359.0075,P26,longdress
253,0.04586116,1.661126,0.7208405,356.5665,132.977,358.5724,P26,longdress
254,0.06258342,1.66261,0.7174127,356.954,132.4916,358.1323,P26,longdress
255,0.07836953,1.663677,0.7144452,356.9696,132.2826,357.7422,P26,longdress
256,0.08840103,1.664054,0.7127815,356.853,132.1428,357.6123,P26,longdress
257,0.107883,1.664633,0.7100206,356.8607,132.1629,357.6771,P26,longdress
258,0.1218224,1.665194,0.708395,357.2369,132.6759,357.9234,P26,longdress
259,0.1355408,1.666167,0.7073128,357.6912,133.4798,358.3431,P26,longdress
260,0.1489762,1.6674,0.7065545,358.1657,134.3457,358.8328,P26,longdress
261,0.157571,1.66826,0.7060729,358.3493,134.9828,359.1297,P26,longdress
262,0.1753802,1.669735,0.7049397,358.3229,136.6639,359.8035,P26,longdress
263,0.1841265,1.669946,0.7044065,358.2263,137.8054,0.3448491,P26,longdress
264,0.207385,1.66993,0.7046764,358.1251,141.0809,1.298928,P26,longdress
265,0.2149862,1.669746,0.7049317,358.1385,142.2658,1.555491,P26,longdress
266,0.22887,1.669301,0.7057459,358.3009,144.6107,1.970987,P26,longdress
267,0.2433357,1.669129,0.706494,358.4524,147.0361,2.467052,P26,longdress
268,0.2588159,1.668876,0.7074746,358.555,149.5296,3.019952,P26,longdress
269,0.2747096,1.668676,0.7091408,358.5811,151.9897,3.569792,P26,longdress
270,0.2855268,1.668503,0.7107442,358.5791,153.5479,3.80779,P26,longdress
271,0.3078834,1.667049,0.7153522,358.2623,156.5757,4.014393,P26,longdress
272,0.325622,1.665742,0.7201631,358.0396,158.8475,3.978718,P26,longdress
273,0.344531,1.665164,0.7252744,358.0916,161.2527,4.008462,P26,longdress
